SITE,MONTH,DAY,YEAR,T_HI,T_LO,T_AVG,RH,WIND,MAX1_MIN,SOIL_F,SOLAR_LANG,PRECIP,ETPOT,GDD_40,GDD_50
1,7,17,96,96,58,79,50.0,6.0,26.0,78.0,762,0.13,0.39,0,0
1,7,18,96,97,64,79,51.0,5.0,13.0,79.0,584,0.00,0.33,0,0
1,7,19,96,87,65,74,68.0,7.0,18.0,79.0,762,0.00,0.34,0,0
1,7,20,96,93,67,76,65.0,4.0,15.0,82.0,580,0.01,0.28,0,0
1,7,21,96,94,65,77,60.0,6.0,15.0,82.0,616,0.00,0.34,0,0
1,7,22,96,82,57,70,69.0,9.0,25.0,80.0,761,0.00,0.33,0,0
1,7,23,96,83,56,68,81.0,7.0,21.0,80.0,692,0.01,0.28,0,0
1,7,24,96,84,55,66,82.0,5.0,15.0,79.0,707,0.00,0.28,0,0
1,7,25,96,83,53,66,76.0,11.0,28.0,78.0,594,1.58,0.32,0,0
1,7,26,96,78,55,64,81.0,6.0,14.0,76.0,758,0.05,0.27,0,0
1,7,27,96,90,53,72,73.0,5.0,20.0,75.0,757,0.00,0.31,0,0
1,7,28,96,87,62,72,79.0,8.0,16.0,77.0,652,0.00,0.31,0,0
1,7,29,96,77,58,67,83.0,5.0,11.0,77.0,489,0.00,0.18,0,0
1,7,30,96,80,59,67,83.0,9.0,24.0,76.0,573,0.12,0.24,0,0
1,7,31,96,79,56,67,83.0,6.0,19.0,76.0,521,0.13,0.20,0,0
1,8,1,96,89,55,0,78.0,5.0,0.0,75.0,744,0.00,0.29,0,0
1,8,2,96,95,60,0,73.0,5.0,0.0,76.0,743,0.19,0.32,0,0
1,8,3,96,90,61,0,72.0,8.0,0.0,78.0,741,0.00,0.34,0,0
1,8,4,96,90,55,0,64.0,6.0,0.0,78.0,710,0.04,0.32,0,0
1,8,5,96,88,54,0,63.0,9.0,0.0,78.0,736,0.01,0.38,0,0
1,8,6,96,90,57,0,60.0,8.0,0.0,78.0,734,0.06,0.38,0,0
1,8,7,96,82,49,0,71.0,6.0,0.0,78.0,732,0.00,0.29,0,0
1,8,8,96,84,58,0,70.0,11.0,0.0,78.0,729,0.00,0.35,0,0
1,8,9,96,84,58,0,77.0,12.0,0.0,78.0,691,0.00,0.32,0,0
1,8,10,96,92,53,0,65.0,7.0,0.0,78.0,724,0.09,0.35,0,0
1,8,11,96,93,48,0,61.0,5.0,0.0,78.0,722,0.00,0.34,0,0
1,8,12,96,98,52,0,69.0,9.0,0.0,78.0,719,0.00,0.41,0,0
1,8,13,96,93,58,0,65.0,7.0,0.0,79.0,716,0.00,0.36,0,0
1,8,14,96,85,61,0,79.0,8.0,0.0,79.0,481,0.00,0.22,0,0
1,8,15,96,90,58,0,66.0,6.0,0.0,79.0,710,0.21,0.33,0,0
1,8,16,96,87,56,0,74.0,6.0,0.0,78.0,707,0.00,0.29,0,0
1,8,17,96,86,54,0,23.0,8.0,0.0,78.0,704,0.00,0.44,0,0
1,8,18,96,89,58,0,31.0,9.0,0.0,78.0,700,0.00,0.46,0,0
1,8,19,96,82,56,0,38.0,8.0,0.0,76.0,628,0.00,0.37,0,0
1,8,20,96,92,57,0,58.0,11.0,0.0,74.0,694,0.00,0.43,0,0
1,8,21,96,94,59,0,64.0,8.0,0.0,76.0,690,0.29,0.37,0,0
1,8,22,96,75,61,0,85.0,7.0,0.0,74.0,312,0.06,0.12,0,0
1,8,23,96,77,59,0,81.0,6.0,0.0,74.0,349,0.00,0.14,0,0
1,8,24,96,83,60,0,81.0,9.0,0.0,75.0,348,0.00,0.18,0,0
1,8,25,96,84,58,0,74.0,6.0,0.0,77.0,445,0.07,0.20,0,0
1,8,26,96,84,56,0,78.0,4.0,0.0,76.0,671,0.12,0.24,0,0
1,8,27,96,84,49,0,63.0,9.0,0.0,74.0,667,0.00,0.33,0,0
1,8,28,96,86,56,0,70.0,10.0,0.0,74.0,637,0.00,0.32,0,0
1,8,29,96,82,54,0,83.0,12.0,0.0,72.0,495,1.68,0.23,0,0
1,8,30,96,71,54,0,91.0,4.0,0.0,65.0,314,0.08,0.09,0,0
1,8,31,96,78,58,0,84.0,8.0,0.0,70.0,417,0.00,0.17,0,0
1,9,1,96,88,56,0,66.0,6.0,0.0,68.0,646,0.00,0.29,0,0
1,9,2,96,86,62,0,74.0,6.0,0.0,71.0,642,0.00,0.26,0,0
1,9,3,96,88,57,0,54.0,6.0,0.0,70.0,638,0.00,0.31,0,0
1,9,4,96,90,55,0,58.0,7.0,0.0,71.0,633,0.00,0.34,0,0
1,9,5,96,90,60,0,55.0,14.0,0.0,72.0,629,0.00,0.41,0,0
1,9,6,96,68,54,0,92.0,9.0,0.0,67.0,157,0.19,0.06,0,0
1,9,7,96,81,49,0,73.0,5.0,0.0,66.0,600,0.01,0.23,0,0
1,9,8,96,88,48,0,49.0,7.0,0.0,67.0,615,0.00,0.34,0,0
1,9,9,96,93,48,0,40.0,5.0,0.0,70.0,610,0.00,0.33,0,0
1,9,10,96,94,53,0,39.0,5.0,0.0,70.0,606,0.00,0.33,0,0
1,9,11,96,74,53,0,87.0,10.0,0.0,68.0,236,0.00,0.11,0,0
1,9,12,96,73,52,0,65.0,10.0,0.0,67.0,597,0.00,0.27,0,0
1,9,13,96,70,50,0,76.0,13.0,0.0,66.0,343,0.00,0.18,0,0
1,9,14,96,63,53,0,96.0,11.0,0.0,64.0,216,0.00,0.06,0,0
1,9,15,96,60,52,0,95.0,7.0,0.0,63.0,283,0.53,0.07,0,0
1,9,16,96,63,53,0,92.0,10.0,0.0,62.0,161,0.00,0.06,0,0
1,9,17,96,68,51,0,93.0,16.0,0.0,62.0,172,0.47,0.07,0,0
1,9,18,96,68,47,0,85.0,7.0,0.0,61.0,540,0.57,0.16,0,0
1,9,19,96,65,42,0,65.0,15.0,0.0,55.0,564,1.39,0.24,0,0
1,9,20,96,66,40,0,65.0,7.0,0.0,53.0,491,0.00,0.18,0,0
1,9,21,96,77,37,0,58.0,6.0,0.0,55.0,554,0.00,0.24,0,0
1,9,22,96,76,40,0,71.0,4.0,0.0,57.0,473,0.00,0.17,0,0
1,9,23,96,62,45,0,82.0,8.0,0.0,56.0,312,0.00,0.11,0,0
1,9,24,96,71,44,0,83.0,9.0,0.0,56.0,390,0.03,0.16,0,0
1,9,25,96,66,35,0,92.0,11.0,0.0,54.0,238,0.05,0.11,0,0
1,9,26,96,56,35,0,74.0,7.0,0.0,49.0,400,0.03,0.12,0,0
1,9,27,96,59,30,0,54.0,10.0,0.0,48.0,524,0.28,0.23,0,0
1,9,28,96,74,44,0,55.0,7.0,0.0,53.0,519,0.00,0.23,0,0
1,9,29,96,81,40,0,50.0,6.0,0.0,55.0,514,0.00,0.27,0,0
1,9,30,96,85,46,0,46.0,5.0,0.0,58.0,509,0.00,0.26,0,0
1,10,1,96,87,49,0,36.0,10.0,0.0,60.0,504,0.00,0.39,0,0
1,10,2,96,53,38,0,72.0,11.0,0.0,58.0,490,0.03,0.16,0,0
1,10,3,96,70,35,0,68.0,13.0,0.0,55.0,494,0.00,0.25,0,0
1,10,4,96,81,39,0,68.0,3.0,0.0,59.0,489,0.00,0.18,0,0
1,10,5,96,83,49,0,54.0,5.0,0.0,61.0,484,0.00,0.22,0,0
1,10,6,96,71,46,0,63.0,7.0,0.0,61.0,479,0.00,0.19,0,0
1,10,7,96,69,40,0,80.0,5.0,0.0,60.0,409,0.00,0.13,0,0
1,10,8,96,77,39,0,51.0,6.0,0.0,59.0,469,0.00,0.23,0,0
1,10,9,96,75,37,0,48.0,4.0,0.0,58.0,464,0.00,0.18,0,0
1,10,10,96,76,37,0,55.0,10.0,0.0,58.0,459,0.00,0.27,0,0
1,10,11,96,91,53,0,27.0,9.0,0.0,61.0,454,0.00,0.38,0,0
1,10,12,96,92,49,0,22.0,5.0,0.0,62.0,449,0.00,0.27,0,0
1,10,13,96,89,47,0,31.0,4.0,0.0,63.0,444,0.00,0.25,0,0
1,10,14,96,81,35,0,35.0,7.0,0.0,62.0,439,0.00,0.29,0,0
1,10,15,96,77,34,0,43.0,6.0,0.0,58.0,434,0.00,0.25,0,0
1,10,16,96,67,35,0,63.0,9.0,0.0,57.0,429,0.06,0.19,0,0
1,10,17,96,47,22,0,71.0,11.0,0.0,48.0,307,0.01,0.12,0,0
1,10,18,96,72,22,0,33.0,9.0,0.0,47.0,419,0.00,0.30,0,0
1,10,19,96,72,40,0,36.0,10.0,0.0,52.0,328,0.00,0.28,0,0
1,10,20,96,51,29,0,67.0,10.0,0.0,48.0,365,0.19,0.13,0,0
1,10,21,96,46,21,0,58.0,11.0,0.0,42.0,395,0.00,0.15,0,0
1,10,22,96,59,21,0,36.0,10.0,0.0,42.0,400,0.00,0.24,0,0
1,10,23,96,63,35,0,30.0,5.0,0.0,46.0,396,0.00,0.17,0,0
1,10,24,96,68,25,0,37.0,6.0,0.0,47.0,391,0.00,0.20,0,0
1,10,25,96,62,28,0,51.0,6.0,0.0,48.0,303,0.00,0.15,0,0
1,10,26,96,44,31,0,90.0,13.0,0.0,45.0,159,0.15,0.04,0,0
1,10,27,96,47,25,0,82.0,5.0,0.0,41.0,279,0.00,0.06,0,0
1,10,28,96,68,26,0,73.0,9.0,0.0,45.0,374,0.00,0.17,0,0
1,10,29,96,51,27,0,82.0,17.0,0.0,45.0,125,0.08,0.07,0,0
1,10,30,96,39,24,0,84.0,5.0,0.0,40.0,205,0.00,0.03,0,0
1,10,31,96,31,26,0,92.0,4.0,0.0,38.0,88,0.00,0.01,0,0
1,11,1,96,55,24,0,58.0,9.0,0.0,40.0,358,0.00,0.15,0,0
1,11,2,96,65,26,0,53.0,5.0,0.0,42.0,354,0.00,0.13,0,0
1,11,3,96,68,31,0,48.0,4.0,0.0,44.0,342,0.00,0.13,0,0
1,11,4,96,64,29,0,45.0,10.0,0.0,47.0,346,0.00,0.22,0,0
1,11,5,96,62,31,0,58.0,11.0,0.0,45.0,304,0.00,0.18,0,0
1,11,6,96,48,23,0,48.0,8.0,0.0,42.0,339,0.00,0.13,0,0
1,11,7,96,52,24,0,42.0,13.0,0.0,39.0,335,0.00,0.20,0,0
1,11,8,96,51,19,0,45.0,8.0,0.0,39.0,332,0.00,0.15,0,0
1,11,9,96,62,27,0,51.0,9.0,0.0,42.0,328,0.00,0.18,0,0
1,11,10,96,70,23,0,52.0,6.0,0.0,42.0,325,0.00,0.17,0,0
1,11,11,96,36,17,0,80.0,6.0,0.0,39.0,322,0.00,0.05,0,0
1,11,12,96,60,15,0,60.0,7.0,0.0,39.0,318,0.00,0.14,0,0
1,11,13,96,44,24,0,88.0,9.0,0.0,38.0,77,0.00,0.03,0,0
1,11,14,96,31,26,0,100.0,11.0,0.0,35.0,62,0.00,0.00,0,0
1,11,15,96,34,25,0,100.0,6.0,0.0,36.0,62,0.01,0.00,0,0
1,11,16,96,28,7,0,96.0,8.0,0.0,33.0,180,0.00,0.02,0,0
1,11,17,96,41,8,0,79.0,6.0,0.0,32.0,280,0.02,0.06,0,0
1,11,18,96,56,26,0,71.0,7.0,0.0,34.0,219,0.00,0.09,0,0
1,11,19,96,74,33,0,54.0,8.0,0.0,41.0,298,0.00,0.19,0,0
1,11,20,96,69,25,0,59.0,11.0,0.0,43.0,295,0.00,0.23,0,0
1,11,21,96,43,25,0,94.0,8.0,0.0,39.0,184,0.00,0.02,0,0
1,11,22,96,43,32,0,99.0,7.0,0.0,38.0,123,0.00,0.01,0,0
1,11,23,96,36,6,0,95.0,10.0,0.0,36.0,163,0.00,0.04,0,0
1,11,24,96,42,5,0,70.0,5.0,0.0,32.0,285,0.00,0.06,0,0
1,11,25,96,53,20,0,61.0,8.0,0.0,34.0,283,0.00,0.11,0,0
1,11,26,96,28,17,0,94.0,5.0,0.0,33.0,108,0.00,0.01,0,0
1,11,27,96,43,22,0,73.0,7.0,0.0,33.0,279,0.00,0.06,0,0
1,11,28,96,59,22,0,43.0,5.0,0.0,34.0,277,0.00,0.12,0,0
1,11,29,96,42,26,0,65.0,12.0,0.0,35.0,236,0.00,0.10,0,0
1,11,30,96,39,15,0,67.0,10.0,0.0,34.0,273,0.00,0.08,0,0
1,12,1,96,53,14,0,42.0,6.0,0.0,32.0,271,0.00,0.13,0,0
1,12,2,96,39,21,0,45.0,15.0,0.0,33.0,222,0.00,0.12,0,0
1,12,3,96,47,8,0,33.0,5.0,0.0,31.0,268,0.00,0.09,0,0
1,12,4,96,38,8,0,38.0,10.0,0.0,31.0,235,0.00,0.12,0,0
1,12,5,96,56,11,0,29.0,11.0,0.0,31.0,140,0.00,0.24,0,0
1,12,6,96,41,19,0,56.0,9.0,0.0,32.0,111,0.00,0.08,0,0
1,12,7,96,48,20,0,36.0,12.0,0.0,31.0,263,0.00,0.18,0,0
1,12,8,96,64,26,0,35.0,8.0,0.0,34.0,261,0.00,0.18,0,0
1,12,9,96,65,40,0,27.0,7.0,0.0,37.0,167,0.00,0.18,0,0
1,12,10,96,64,32,0,34.0,9.0,0.0,40.0,180,0.00,0.21,0,0
1,12,11,96,62,26,0,39.0,8.0,0.0,40.0,190,0.00,0.17,0,0
1,12,12,96,61,26,0,42.0,8.0,0.0,39.0,258,0.00,0.16,0,0
1,12,13,96,57,27,0,54.0,8.0,0.0,40.0,257,0.00,0.13,0,0
1,12,14,96,40,17,0,51.0,19.0,0.0,37.0,257,0.01,0.11,0,0
1,12,15,96,38,14,0,36.0,10.0,0.0,32.0,256,0.00,0.12,0,0
1,12,16,96,35,7,0,56.0,14.0,0.0,32.0,90,0.00,0.09,0,0
1,12,17,96,12,0,0,59.0,25.0,0.0,30.0,145,0.04,0.04,0,0
1,12,18,96,10,-13,0,61.0,14.0,0.0,27.0,255,0.00,0.04,0,0
1,12,19,96,27,-7,0,69.0,5.0,0.0,26.0,175,0.00,0.04,0,0
1,12,20,96,49,16,0,47.0,7.0,0.0,28.0,225,0.00,0.11,0,0
1,12,21,96,44,22,0,50.0,10.0,0.0,31.0,156,0.00,0.11,0,0
1,12,22,96,34,15,0,95.0,8.0,0.0,30.0,213,0.00,0.02,0,0
1,12,23,96,15,0,0,90.0,4.0,0.0,27.0,154,0.00,0.01,0,0
1,12,24,96,48,-1,0,60.0,8.0,0.0,27.0,256,0.01,0.11,0,0
1,12,25,96,25,1,0,77.0,7.0,0.0,27.0,256,0.00,0.03,0,0
1,12,26,96,30,-5,0,59.0,5.0,0.0,25.0,257,0.00,0.05,0,0
1,12,27,96,59,20,0,41.0,6.0,0.0,29.0,228,0.03,0.13,0,0
1,12,28,96,57,22,0,35.0,8.0,0.0,31.0,258,0.00,0.17,0,0
1,12,29,96,64,30,0,26.0,8.0,0.0,32.0,260,0.00,0.20,0,0
1,12,30,96,61,34,0,34.0,9.0,0.0,33.0,119,0.00,0.20,0,0
1,12,31,96,61,33,0,43.0,7.0,0.0,33.0,205,0.00,0.14,0,0
2,1,1,96,36,14,27,29.0,14.0,24.0,31.0,166,0.03,0.15,0,0
2,1,2,96,28,9,17,25.0,14.0,27.0,29.0,204,0.00,0.14,0,0
2,1,3,96,54,18,33,21.0,11.0,22.0,29.0,108,0.00,0.23,7,2
2,1,4,96,29,10,20,33.0,9.0,16.0,30.0,49,0.00,0.09,0,0
2,1,5,96,16,3,7,32.0,4.0,9.0,30.0,155,0.00,0.04,0,0
2,1,6,96,33,-5,9,28.0,3.0,12.0,30.0,236,0.13,0.06,0,0
2,1,7,96,37,2,21,24.0,8.0,17.0,30.0,223,0.02,0.11,0,0
2,1,8,96,54,20,38,20.0,7.0,17.0,30.0,187,0.00,0.16,7,2
2,1,9,96,54,25,37,21.0,6.0,14.0,31.0,201,0.00,0.15,7,2
2,1,10,96,55,30,38,20.0,13.0,33.0,32.0,118,0.00,0.30,7,2
2,1,11,96,54,22,35,21.0,10.0,19.0,31.0,214,0.00,0.23,7,2
2,1,12,96,66,27,41,19.0,9.0,19.0,32.0,238,0.00,0.28,13,8
2,1,13,96,73,27,45,19.0,9.0,19.0,33.0,242,0.00,0.32,16,11
2,1,14,96,63,20,39,20.0,6.0,19.0,33.0,235,0.00,0.20,12,7
2,1,15,96,58,17,33,23.0,7.0,22.0,32.0,140,0.00,0.20,9,4
2,1,16,96,67,31,43,19.0,7.0,21.0,33.0,233,0.00,0.24,13,8
2,1,17,96,42,-2,23,23.0,22.0,46.0,33.0,83,0.00,0.29,1,0
2,1,18,96,21,-3,6,26.0,20.0,37.0,27.0,253,0.00,0.16,0,0
2,1,19,96,41,0,19,48.0,10.0,23.0,28.0,217,0.00,0.13,0,0
2,1,20,96,50,12,24,51.0,9.0,26.0,29.0,262,0.00,0.17,5,0
2,1,21,96,60,14,34,37.0,9.0,18.0,30.0,283,0.00,0.22,10,5
2,1,22,96,32,8,14,73.0,9.0,19.0,30.0,107,0.00,0.08,0,0
2,1,23,96,35,1,17,64.0,9.0,22.0,29.0,280,0.00,0.09,0,0
2,1,24,96,47,7,26,46.0,11.0,23.0,29.0,226,0.00,0.16,4,0
2,1,25,96,35,4,14,52.0,13.0,25.0,29.0,199,0.00,0.14,0,0
2,1,26,96,24,-5,7,65.0,9.0,19.0,27.0,305,0.00,0.07,0,0
2,1,27,96,39,1,20,47.0,11.0,25.0,28.0,299,0.00,0.14,0,0
2,1,28,96,56,6,23,50.0,12.0,36.0,29.0,232,0.00,0.27,8,3
2,1,29,96,29,-3,7,53.0,10.0,20.0,26.0,190,0.00,0.10,0,0
2,1,30,96,6,-6,-2,61.0,7.0,13.0,24.0,168,0.00,0.02,0,0
2,1,31,96,19,-2,9,65.0,4.0,9.0,25.0,181,0.00,0.03,0,0
2,2,1,96,19,-16,0,69.0,7.0,20.0,21.0,287,0.00,0.04,0,0
2,2,2,96,3,-18,-8,68.0,5.0,9.0,19.0,279,0.00,0.01,0,0
2,2,3,96,14,-22,-6,65.0,6.0,12.0,19.0,322,0.00,0.03,0,0
2,2,4,96,48,-8,23,57.0,7.0,14.0,20.0,306,0.47,0.12,4,0
2,2,5,96,54,20,38,63.0,7.0,16.0,26.0,305,0.00,0.11,7,2
2,2,6,96,60,28,43,55.0,10.0,24.0,30.0,219,0.00,0.17,10,5
2,2,7,96,66,32,46,52.0,9.0,24.0,32.0,246,0.00,0.21,13,8
2,2,8,96,63,29,43,60.0,6.0,14.0,33.0,253,0.00,0.13,12,7
2,2,9,96,72,30,51,38.0,11.0,28.0,34.0,324,0.00,0.30,16,11
2,2,10,96,51,19,34,35.0,18.0,37.0,33.0,235,0.00,0.21,5,0
2,2,11,96,51,13,30,38.0,9.0,18.0,32.0,342,0.00,0.18,5,0
2,2,12,96,59,16,35,33.0,8.0,15.0,32.0,348,0.00,0.21,10,5
2,2,13,96,63,26,43,29.0,10.0,22.0,33.0,318,0.00,0.27,11,6
2,2,14,96,54,23,40,45.0,13.0,30.0,33.0,171,0.00,0.18,7,2
2,2,15,96,39,8,24,60.0,11.0,35.0,32.0,276,0.00,0.11,0,0
2,2,16,96,65,9,36,39.0,8.0,17.0,31.0,356,0.00,0.25,12,7
2,2,17,96,58,24,43,41.0,7.0,17.0,34.0,352,0.00,0.18,9,4
2,2,18,96,61,32,46,42.0,11.0,24.0,36.0,268,0.00,0.23,10,5
2,2,19,96,66,28,47,37.0,13.0,31.0,37.0,270,0.00,0.28,13,8
2,2,20,96,61,25,44,47.0,8.0,20.0,37.0,176,0.00,0.17,10,5
2,2,21,96,65,32,47,50.0,6.0,14.0,41.0,331,0.00,0.16,12,7
2,2,22,96,72,32,49,41.0,14.0,34.0,43.0,315,0.00,0.32,16,11
2,2,23,96,52,23,36,27.0,17.0,36.0,40.0,403,0.00,0.25,6,1
2,2,24,96,67,20,42,22.0,8.0,19.0,38.0,347,0.00,0.27,13,8
2,2,25,96,41,17,29,56.0,10.0,19.0,38.0,331,0.00,0.12,0,0
2,2,26,96,20,9,16,74.0,7.0,12.0,34.0,180,0.00,0.03,0,0
2,2,27,96,22,3,12,60.0,11.0,22.0,32.0,369,0.00,0.07,0,0
2,2,28,96,24,-3,10,48.0,7.0,17.0,29.0,420,0.00,0.07,0,0
2,2,29,96,42,0,20,44.0,9.0,25.0,29.0,406,0.00,0.15,1,0
2,3,1,96,47,11,29,22.0,15.0,34.0,32.0,249,0.00,0.26,3,0
2,3,2,96,49,19,32,21.0,10.0,25.0,33.0,374,0.00,0.23,5,0
2,3,3,96,58,10,36,21.0,10.0,24.0,35.0,416,0.00,0.27,9,4
2,3,4,96,70,22,45,19.0,8.0,18.0,40.0,333,0.00,0.30,15,10
2,3,5,96,55,13,30,24.0,10.0,23.0,39.0,364,0.00,0.26,7,2
2,3,6,96,24,-3,11,27.0,13.0,25.0,34.0,311,0.00,0.12,0,0
2,3,7,96,30,-3,15,25.0,9.0,18.0,32.0,413,0.00,0.12,0,0
2,3,8,96,38,-4,20,25.0,7.0,17.0,32.0,399,0.00,0.13,0,0
2,3,9,96,60,18,38,24.0,7.0,16.0,36.0,438,0.00,0.23,10,5
2,3,10,96,75,26,51,17.0,9.0,19.0,41.0,427,0.00,0.36,17,12
2,3,11,96,77,36,55,17.0,6.0,19.0,47.0,389,0.00,0.31,19,14
2,3,12,96,65,31,49,18.0,6.0,28.0,47.0,306,0.00,0.23,13,8
2,3,13,96,68,23,47,22.0,8.0,22.0,46.0,368,0.00,0.29,14,9
2,3,14,96,43,31,36,35.0,16.0,25.0,45.0,59,0.14,0.23,1,0
2,3,15,96,61,28,41,25.0,6.0,12.0,43.0,373,0.01,0.23,11,6
2,3,16,96,56,28,41,20.0,13.0,30.0,44.0,469,0.00,0.33,8,3
2,3,17,96,40,20,33,24.0,6.0,30.0,43.0,198,0.02,0.12,0,0
2,3,18,96,40,20,31,26.0,8.0,30.0,41.0,198,0.02,0.14,0,0
2,3,19,96,42,12,28,24.0,15.0,34.0,38.0,348,0.00,0.24,1,0
2,3,20,96,57,6,31,22.0,6.0,14.0,38.0,490,0.00,0.21,9,4
2,3,21,96,59,28,42,19.0,12.0,24.0,42.0,447,0.00,0.35,10,5
2,3,22,96,58,26,42,19.0,15.0,27.0,43.0,482,0.00,0.40,9,4
2,3,23,96,74,30,51,17.0,16.0,30.0,47.0,444,0.00,0.54,17,12
2,3,24,96,33,5,17,25.0,26.0,38.0,41.0,246,0.00,0.31,0,0
2,3,25,96,26,-1,11,25.0,12.0,24.0,33.0,495,0.00,0.14,0,0
2,3,26,96,51,4,27,23.0,11.0,27.0,34.0,516,0.00,0.26,5,0
2,3,27,96,64,16,41,19.0,9.0,22.0,40.0,509,0.00,0.32,12,7
2,3,28,96,56,26,40,27.0,15.0,23.0,43.0,405,0.00,0.35,8,3
2,3,29,96,70,36,46,30.0,12.0,24.0,47.0,443,0.00,0.43,15,10
2,3,30,96,51,26,37,30.0,13.0,26.0,47.0,474,0.03,0.29,6,1
2,3,31,96,64,21,42,19.0,9.0,21.0,46.0,495,0.00,0.31,12,7
2,4,1,96,75,29,53,17.0,12.0,21.0,49.0,475,0.00,0.45,18,13
2,4,2,96,84,48,65,15.0,14.0,24.0,54.0,527,0.00,0.59,23,17
2,4,3,96,61,29,49,18.0,16.0,33.0,54.0,378,0.00,0.40,11,6
2,4,4,96,47,20,35,23.0,6.0,14.0,49.0,270,0.00,0.16,4,0
2,4,5,96,54,26,38,20.0,4.0,15.0,50.0,446,0.00,0.18,7,2
2,4,6,96,69,27,49,18.0,9.0,30.0,51.0,540,0.00,0.36,15,10
2,4,7,96,70,38,54,17.0,11.0,31.0,53.0,444,0.00,0.41,15,10
2,4,8,96,75,37,55,17.0,11.0,25.0,55.0,476,0.00,0.43,18,13
2,4,9,96,78,29,56,16.0,6.0,16.0,57.0,545,0.00,0.33,19,14
2,4,10,96,85,40,64,15.0,13.0,28.0,60.0,500,0.00,0.56,19,18
2,4,11,96,70,34,54,19.0,15.0,27.0,61.0,522,0.10,0.49,15,10
2,4,12,96,67,27,45,22.0,11.0,21.0,56.0,559,0.00,0.39,14,9
2,4,13,96,59,29,40,23.0,19.0,29.0,53.0,331,0.06,0.48,10,5
2,4,14,96,42,29,33,38.0,19.0,30.0,46.0,428,0.26,0.31,1,0
2,4,15,96,61,26,44,20.0,7.0,15.0,47.0,593,0.00,0.28,11,6
2,4,16,96,77,30,53,18.0,3.0,12.0,53.0,548,0.00,0.24,18,13
2,4,17,96,78,41,60,16.0,13.0,31.0,57.0,525,0.00,0.51,19,14
2,4,18,96,70,34,53,17.0,10.0,26.0,57.0,572,0.02,0.40,15,10
2,4,19,96,57,32,44,25.0,19.0,44.0,54.0,522,0.00,0.47,9,4
2,4,20,96,58,24,43,27.0,9.0,24.0,51.0,407,0.00,0.25,9,4
2,4,21,96,60,28,45,21.0,12.0,26.0,52.0,485,0.00,0.35,10,5
2,4,22,96,57,24,41,28.0,5.0,15.0,52.0,538,0.00,0.20,9,4
2,4,23,96,75,25,52,18.0,4.0,18.0,55.0,563,0.00,0.27,17,12
2,4,24,96,86,41,67,14.0,8.0,26.0,59.0,498,0.00,0.41,19,18
2,4,25,96,66,39,55,23.0,22.0,42.0,60.0,570,0.00,0.59,13,8
2,4,26,96,76,31,54,19.0,10.0,27.0,58.0,573,0.00,0.44,18,13
2,4,27,96,68,39,51,20.0,9.0,28.0,59.0,343,0.00,0.32,14,9
2,4,28,96,46,30,37,41.0,18.0,32.0,52.0,263,0.10,0.28,3,0
2,4,29,96,59,25,41,22.0,11.0,22.0,50.0,620,0.00,0.36,10,5
2,4,30,96,61,25,44,21.0,10.0,23.0,51.0,407,0.12,0.30,11,6
2,5,1,96,70,41,0,18.0,9.0,0.0,56.0,577,0.00,0.39,0,0
2,5,2,96,72,37,0,17.0,9.0,0.0,60.0,560,0.00,0.38,0,0
2,5,3,96,71,37,0,15.0,9.0,0.0,61.0,589,0.00,0.40,0,0
2,5,4,96,70,38,0,31.0,8.0,0.0,61.0,415,0.00,0.30,0,0
2,5,5,96,62,41,0,26.0,11.0,0.0,61.0,422,0.00,0.33,0,0
2,5,6,96,63,48,0,32.0,11.0,0.0,60.0,298,0.00,0.29,0,0
2,5,7,96,62,44,0,35.0,9.0,0.0,59.0,276,0.03,0.25,0,0
2,5,8,96,73,53,0,31.0,9.0,0.0,63.0,409,0.01,0.32,0,0
2,5,9,96,66,42,0,39.0,11.0,0.0,63.0,159,0.36,0.25,0,0
2,5,10,96,63,36,0,27.0,10.0,0.0,58.0,490,0.04,0.33,0,0
2,5,11,96,75,46,0,22.0,9.0,0.0,63.0,581,0.01,0.39,0,0
2,5,12,96,69,46,0,17.0,13.0,0.0,64.0,613,0.00,0.45,0,0
2,5,13,96,65,45,0,26.0,12.0,0.0,62.0,316,0.00,0.34,0,0
2,5,14,96,94,50,0,18.0,11.0,0.0,67.0,607,0.00,0.49,0,0
2,5,15,96,92,49,0,15.0,6.0,0.0,71.0,599,0.00,0.36,0,0
2,5,16,96,95,53,0,17.0,6.0,0.0,74.0,544,0.00,0.36,0,0
2,5,17,96,89,57,0,12.0,9.0,0.0,74.0,530,0.00,0.41,0,0
2,5,18,96,97,47,0,11.0,10.0,0.0,74.0,598,0.00,0.46,0,0
2,5,19,96,81,46,0,13.0,11.0,0.0,74.0,630,0.00,0.51,0,0
2,5,20,96,75,48,0,14.0,12.0,0.0,72.0,524,0.00,0.47,0,0
2,5,21,96,79,43,0,15.0,11.0,0.0,71.0,521,0.00,0.48,0,0
2,5,22,96,93,54,0,12.0,16.0,0.0,73.0,614,0.00,0.50,0,0
2,5,23,96,77,54,0,24.0,10.0,0.0,72.0,337,0.02,0.37,0,0
2,5,24,96,57,49,0,44.0,12.0,0.0,66.0,99,0.05,0.20,0,0
2,5,25,96,50,47,0,61.0,11.0,0.0,58.0,27,2.50,0.11,0,0
2,5,26,96,56,45,0,56.0,10.0,0.0,57.0,138,0.92,0.15,0,0
